"KW1 4AA",10,"N",1,1,0,1,0,1,0,336230,951308,"S92000003","","S08000022","","S12000017","S13002992","L"
"KW1 4AB",10,"N",1,1,0,1,0,1,0,336404,950975,"S92000003","","S08000022","","S12000017","S13002992","L"
"KW1 4AG",10,"N",1,1,0,1,0,1,0,336294,950911,"S92000003","","S08000022","","S12000017","S13002992","L"
"KW1 4AH",10,"N",12,12,7,5,0,12,0,336343,950956,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4AJ",10,"N",14,14,5,9,0,14,0,336328,950955,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4AP",10,"N",7,7,5,2,0,7,0,336298,950878,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4AR",10,"N",2,2,0,2,0,2,0,336502,950992,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4AT",20,"N",1,0,1,0,0,0,1,335283,961006,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4BP",10,"N",7,7,4,3,0,7,0,336316,951025,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4BS",10,"N",16,16,6,10,0,16,0,336296,951072,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4BY",10,"N",16,16,16,0,0,16,0,336284,951171,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DA",10,"N",27,27,26,1,0,27,0,336254,951274,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DB",10,"N",1,1,1,0,0,1,0,336223,951168,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DD",10,"N",13,13,12,1,0,13,0,336169,951253,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DE",10,"N",8,8,8,0,0,8,0,336077,951233,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DF",10,"N",25,25,25,0,0,25,0,335953,951388,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DG",10,"N",7,7,5,2,0,7,0,336152,951412,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DJ",10,"N",15,15,15,0,0,15,0,336219,951436,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DL",10,"N",36,36,36,0,0,36,0,336168,951587,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DN",10,"N",3,3,3,0,0,3,0,336182,951716,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DP",10,"N",9,9,9,0,0,9,0,336300,951670,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DQ",10,"N",11,11,11,0,0,11,0,336054,951455,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DR",10,"N",15,15,15,0,0,15,0,336323,951614,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DS",10,"N",8,8,8,0,0,8,0,336453,951580,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DT",10,"N",20,19,19,1,0,19,1,336451,951492,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DU",10,"N",46,46,46,0,0,46,0,336383,951494,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DW",10,"N",12,12,12,0,0,12,0,336434,951626,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DX",10,"N",15,15,15,0,0,15,0,336310,951583,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DY",10,"N",57,57,57,0,0,57,0,336271,951503,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4DZ",10,"N",26,26,26,0,0,26,0,336352,951365,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4EA",10,"N",1,0,0,1,0,0,1,336246,951031,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4EB",10,"N",1,1,0,1,0,1,0,336239,950989,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4EE",10,"N",10,10,10,0,0,10,0,336256,951130,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4HA",10,"N",34,34,31,3,0,34,0,336383,951238,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4HB",10,"N",3,3,3,0,0,3,0,336356,951189,"S92000003","","S08000022","","S12000017","S13002992","S"
"KW1 4HD",10,"N",1,1,1,0,0,1,0,336384,951256,"S92000003","","S08000022","","S12000017","S13002992","S"
